YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,KY,Kentucky,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.5,28.5,,,25.2,32,Overall,Overall,"(37.645970271000465, -84.77497104799966)",,21,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,LA,Louisiana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(31.31266064400046, -92.44568007099969)",,22,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,33.9,33.9,,,30.9,36.9,Overall,Overall,"(42.27687047000046, -72.08269067499964)",,25,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MD,Maryland,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,25.3,27,Overall,Overall,"(39.29058096400047, -76.60926011099963)",,24,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,ME,Maine,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,24,24,,,22.6,25.4,Overall,Overall,"(45.254228894000505, -68.98503133599962)",,23,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MI,Michigan,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,25.9,25.9,,,22.5,29.7,Overall,Overall,"(44.6613195430005, -84.71439026999968)",,26,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MN,Minnesota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(46.35564873600049, -94.79420050299967)",,27,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MO,Missouri,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.5,34.5,,,30.2,39.1,Overall,Overall,"(38.635790776000476, -92.56630005299968)",,29,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MS,Mississippi,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31.5,31.5,,,28.2,34.9,Overall,Overall,"(32.745510099000455, -89.53803082499968)",,28,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MT,Montana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.2,34.2,,,32.2,36.3,Overall,Overall,"(47.06652897200047, -109.42442064499971)",,30,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NC,North Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.2,29.2,,,26.1,32.5,Overall,Overall,"(35.466220975000454, -79.15925046299964)",,37,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,ND,North Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30.8,30.8,,,27.7,34,Overall,Overall,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NE,Nebraska,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,22.7,22.7,,,19.6,26.2,Overall,Overall,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NH,New Hampshire,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.9,29.9,,,28.3,31.7,Overall,Overall,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NM,New Mexico,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,24.4,27.9,Overall,Overall,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NV,Nevada,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,33.5,33.5,,,28.8,38.5,Overall,Overall,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NY,New York,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.7,29.7,,,26.3,33.4,Overall,Overall,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OH,Ohio,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,27.3,27.3,,,23.5,31.5,Overall,Overall,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OR,Oregon,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30.6,30.6,,,27.4,34,Overall,Overall,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,PR,Puerto Rico,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,21.2,21.2,,,18.3,24.5,Overall,Overall,"(18.220833, -66.590149)",,72,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,RI,Rhode Island,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,22.1,30.6,Overall,Overall,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,SC,South Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,24.6,24.6,,,21.2,28.2,Overall,Overall,"(33.998821303000454, -81.04537120699968)",,45,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28,28,,,23.1,33.6,Overall,Overall,"(44.353130053000484, -100.3735306369997)",,46,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,TX,Texas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(31.827240407000488, -99.42677020599967)",,48,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,US,United States,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,32.8,32.8,,,30.4,35.2,Overall,Overall,,,59,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,UT,Utah,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(39.360700171000474, -111.58713063499971)",,49,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,VA,Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,23.4,23.4,,,21.1,25.8,Overall,Overall,"(37.54268067400045, -78.45789046299967)",,51,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,VT,Vermont,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,30,30,,,29.3,30.6,Overall,Overall,"(43.62538123900049, -72.51764079099962)",,50,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WA,Washington,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(47.52227862900048, -120.47001078999972)",,53,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WI,Wisconsin,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(44.39319117400049, -89.81637074199966)",,55,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WV,West Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31.1,31.1,,,28.1,34.2,Overall,Overall,"(38.66551020200046, -80.71264013499967)",,54,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WY,Wyoming,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,31,31,,,28.1,34,Overall,Overall,"(43.23554134300048, -108.10983035299967)",,56,ALC,ALC1_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,AK,Alaska,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,12.5,12.5,,,10.8,14.5,Overall,Overall,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,AL,Alabama,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16.1,16.1,,,13.5,19.1,Overall,Overall,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16.3,16.3,,,14.8,18.1,Overall,Overall,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,AZ,Arizona,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19,19,,,14.8,24.1,Overall,Overall,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,CA,California,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.1,15.1,,,11.4,19.9,Overall,Overall,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,CO,Colorado,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,14,14,,,11.6,16.8,Overall,Overall,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,DC,District of Columbia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,8.3,8.3,,,7.8,8.9,Overall,Overall,"(38.907192, -77.036871)",,11,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,FL,Florida,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.3,15.3,,,13.9,16.9,Overall,Overall,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,GA,Georgia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,GU,Guam,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,13.3,13.3,,,10.9,16,Overall,Overall,"(13.444304, 144.793731)",,66,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,HI,Hawaii,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,13.4,13.4,,,12.2,14.8,Overall,Overall,"(21.304850435000446, -157.85774940299973)",,15,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,IA,Iowa,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(42.46940091300047, -93.81649055599968)",,19,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,ID,Idaho,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.6,15.6,,,12.5,19.3,Overall,Overall,"(43.682630005000476, -114.3637300419997)",,16,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,IL,Illinois,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.9,15.9,,,13,19.4,Overall,Overall,"(40.48501028300046, -88.99771017799969)",,17,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,IN,Indiana,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,17.4,17.4,,,14,21.5,Overall,Overall,"(39.766910452000445, -86.14996019399968)",,18,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,KS,Kansas,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(38.34774030000045, -98.20078122699965)",,20,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,KY,Kentucky,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,17.7,17.7,,,15.1,20.7,Overall,Overall,"(37.645970271000465, -84.77497104799966)",,21,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,LA,Louisiana,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(31.31266064400046, -92.44568007099969)",,22,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MA,Massachusetts,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,17.7,17.7,,,15.4,20.4,Overall,Overall,"(42.27687047000046, -72.08269067499964)",,25,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MD,Maryland,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,13.1,13.1,,,12.5,13.6,Overall,Overall,"(39.29058096400047, -76.60926011099963)",,24,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,ME,Maine,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,11.7,11.7,,,10.8,12.7,Overall,Overall,"(45.254228894000505, -68.98503133599962)",,23,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MI,Michigan,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,12.5,12.5,,,9.9,15.7,Overall,Overall,"(44.6613195430005, -84.71439026999968)",,26,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MN,Minnesota,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(46.35564873600049, -94.79420050299967)",,27,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MO,Missouri,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19.5,19.5,,,16.2,23.2,Overall,Overall,"(38.635790776000476, -92.56630005299968)",,29,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MS,Mississippi,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.3,15.3,,,12.6,18.4,Overall,Overall,"(32.745510099000455, -89.53803082499968)",,28,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,MT,Montana,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,20.7,20.7,,,19.2,22.3,Overall,Overall,"(47.06652897200047, -109.42442064499971)",,30,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NC,North Carolina,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,13.9,13.9,,,12.1,15.8,Overall,Overall,"(35.466220975000454, -79.15925046299964)",,37,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,ND,North Dakota,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,17.6,17.6,,,15.3,20.1,Overall,Overall,"(47.47531977900047, -100.11842104899966)",,38,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NE,Nebraska,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,14.3,14.3,,,11.4,17.8,Overall,Overall,"(41.6410409880005, -99.36572062299967)",,31,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NH,New Hampshire,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16.8,16.8,,,15.7,17.9,Overall,Overall,"(43.65595011300047, -71.50036091999965)",,33,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NJ,New Jersey,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(40.13057004800049, -74.27369128799967)",,34,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NM,New Mexico,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,14.6,14.6,,,13.3,15.9,Overall,Overall,"(34.52088095200048, -106.24058098499967)",,35,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NV,Nevada,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.8,15.8,,,13.5,18.6,Overall,Overall,"(39.493240390000494, -117.07184056399967)",,32,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,NY,New York,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.6,15.6,,,12.9,18.7,Overall,Overall,"(42.82700103200045, -75.54397042699964)",,36,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OH,Ohio,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(40.06021014100048, -82.40426005599966)",,39,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16.5,16.5,,,13.6,19.8,Overall,Overall,"(35.47203135600046, -97.52107021399968)",,40,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,OR,Oregon,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(44.56744942400047, -120.15503132599969)",,41,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,15.4,15.4,,,13.2,18,Overall,Overall,"(40.79373015200048, -77.86070029399963)",,42,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,PR,Puerto Rico,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,11,11,,,9.1,13.2,Overall,Overall,"(18.220833, -66.590149)",,72,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,RI,Rhode Island,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,12.8,12.8,,,9.7,16.7,Overall,Overall,"(41.70828019300046, -71.52247031399963)",,44,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,SC,South Carolina,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,11.5,11.5,,,9.1,14.4,Overall,Overall,"(33.998821303000454, -81.04537120699968)",,45,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,SD,South Dakota,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,14.3,14.3,,,11.1,18.3,Overall,Overall,"(44.353130053000484, -100.3735306369997)",,46,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,TX,Texas,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(31.827240407000488, -99.42677020599967)",,48,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,US,United States,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,17.7,17.7,,,15.8,19.8,Overall,Overall,,,59,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,UT,Utah,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(39.360700171000474, -111.58713063499971)",,49,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,VA,Virginia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,11,11,,,9.5,12.6,Overall,Overall,"(37.54268067400045, -78.45789046299967)",,51,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,VT,Vermont,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16,16,,,15.5,16.5,Overall,Overall,"(43.62538123900049, -72.51764079099962)",,50,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WA,Washington,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(47.52227862900048, -120.47001078999972)",,53,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WI,Wisconsin,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(44.39319117400049, -89.81637074199966)",,55,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WV,West Virginia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19.8,19.8,,,17.8,21.9,Overall,Overall,"(38.66551020200046, -80.71264013499967)",,54,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,WY,Wyoming,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19.7,19.7,,,17.3,22.4,Overall,Overall,"(43.23554134300048, -108.10983035299967)",,56,ALC,ALC2_1,CrdPrev,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
